timestamp,messageType,latency,statusCode,roomId
1771006394929,TEXT,0,error,7
1771006394916,TEXT,0,error,16
1771006394926,TEXT,0,error,1
1771006394919,TEXT,0,error,14
1771006394908,TEXT,0,error,3
1771006394916,TEXT,0,error,4
1771006394924,TEXT,0,error,20
1771006394916,TEXT,0,error,11
1771006394919,TEXT,0,error,10
1771006394929,TEXT,0,error,11
1771006394916,TEXT,0,error,7
1771006394926,LEAVE,0,error,16
1771006394929,TEXT,0,error,2
1771006394915,TEXT,0,error,20
1771006394923,LEAVE,0,error,4
1771006394924,TEXT,0,error,15
1771006394915,TEXT,0,error,7
1771006394915,TEXT,0,error,6
1771006394924,TEXT,0,error,15
1771006394919,TEXT,0,error,11
1771006394929,TEXT,0,error,4
1771006394926,TEXT,0,error,18
1771006394924,LEAVE,0,error,8
1771006394908,TEXT,0,error,8
1771006394916,TEXT,0,error,18
1771006394926,TEXT,0,error,11
1771006394915,TEXT,0,error,14
1771006394916,TEXT,0,error,11
1771006394916,LEAVE,0,error,11
1771006394916,TEXT,0,error,3
1771006394924,TEXT,0,error,5
1771006394916,TEXT,0,error,9
1771006395067,TEXT,0,error,14
1771006395070,TEXT,0,error,3
1771006395065,TEXT,0,error,1
1771006395065,TEXT,0,error,16
1771006395065,TEXT,0,error,7
1771006395081,TEXT,0,error,3
1771006395079,JOIN,0,error,4
1771006395080,TEXT,0,error,20
1771006395081,TEXT,0,error,11
1771006395080,TEXT,0,error,8
1771006395080,TEXT,0,error,16
1771006395080,TEXT,0,error,11
1771006395081,TEXT,0,error,11
1771006395080,TEXT,0,error,10
1771006395080,TEXT,0,error,15
1771006395081,TEXT,0,error,18
1771006395080,TEXT,0,error,7
1771006395081,TEXT,0,error,5
1771006395079,TEXT,0,error,20
1771006395081,JOIN,0,error,11
1771006395080,TEXT,0,error,18
1771006395079,TEXT,0,error,11
1771006395080,TEXT,0,error,4
1771006395080,JOIN,0,error,8
1771006395080,TEXT,0,error,2
1771006395080,TEXT,0,error,11
1771006395080,TEXT,0,error,4
1771006395080,TEXT,0,error,6
1771006395080,TEXT,0,error,15
1771006395081,TEXT,0,error,9
1771006395081,TEXT,0,error,14
1771006395080,TEXT,0,error,7
1771006395100,TEXT,0,error,14
1771006395107,TEXT,0,error,4
1771006395107,TEXT,0,error,3
1771006395100,TEXT,0,error,1
1771006395101,TEXT,0,error,16
1771006395100,TEXT,0,error,3
1771006395101,JOIN,0,error,7
1771006395111,LEAVE,0,error,8
1771006395111,TEXT,0,error,11
1771006395107,TEXT,0,error,11
1771006395111,TEXT,0,error,16
1771006395107,TEXT,0,error,20
1771006395112,TEXT,0,error,18
1771006395111,TEXT,0,error,10
1771006395124,TEXT,0,error,14
1771006395112,TEXT,0,error,15
1771006395112,TEXT,0,error,11
1771006395112,TEXT,0,error,7
1771006395111,TEXT,0,error,11
1771006395112,TEXT,0,error,5
1771006395114,TEXT,0,error,2
1771006395114,TEXT,0,error,8
1771006395113,TEXT,0,error,18
1771006395115,TEXT,0,error,7
1771006395115,JOIN,0,error,9
1771006395114,TEXT,0,error,11
1771006395115,TEXT,0,error,14
1771006395115,TEXT,0,error,15
